0,1.307
0.008,1.257
0.017,1.229
0.026,1.217
0.034,1.234
0.042,1.306
0.051,1.473
0.06,1.798
0.068,2.472
0.077,3.634
0.085,5.37
0.094,7.16
0.102,8.444
0.111,9.193
0.119,9.38
0.127,9.258
0.136,9.043
0.145,8.793
0.153,8.564
0.161,8.423
0.17,8.402
0.179,8.465
0.187,8.488
0.196,8.499
0.204,8.524
0.213,8.558
0.221,8.568
0.23,8.477
0.238,8.331
0.246,8.135
0.255,7.875
0.264,7.588
0.272,7.306
0.28,6.993
0.289,6.591
0.298,6.072
0.306,5.624
0.315,5.198
0.323,4.71
0.331,4.113
0.34,3.445
0.349,2.812
0.357,2.178
0.366,1.617
0.374,1.146
0.383,0.928
0.391,1.114
0.399,0.813
0.408,0.681
0.416,0.873
0.425,1.237
0.434,1.616
0.442,1.909
0.451,2.094
0.459,2.141
0.468,2.078
0.476,1.974
0.484,1.88
0.493,1.813
0.501,1.76
0.51,1.698
0.519,1.631
0.527,1.578
0.536,1.556
0.544,1.558
0.552,1.573
0.561,1.589
0.569,1.571
0.578,1.506
0.587,1.456
0.595,1.444
0.604,1.463
0.612,1.486
0.621,1.488
0.629,1.479
0.637,1.478
0.646,1.479
0.654,1.474
0.663,1.462
0.672,1.453
0.68,1.457
0.689,1.47
0.697,1.471
0.706,1.459
0.714,1.442
0.722,1.43
0.731,1.427
0.739,1.429
0.748,1.43
0.757,1.426
0.765,1.414
0.774,1.397
0.782,1.383
0.79,1.387
0.799,1.404
0.807,1.415
0.816,1.414
0.825,1.401
0.833,1.374
0.842,1.337
0.85,1.307
