edge, D-mitral, 1.3375352e-04
edge, L-mitral, 1.3375352e-04
edge, D-aorta, -1.1505556e-13
edge, L-aorta, -1.1505509e-13
edge, PLA, 1.3375352e-04
edge, C-elastance, -1.3375352e-04
node, left-atrium, 1.0176120e+05
node, N1, 1.0076928e+05
node, left-ventricular, 1.0077905e+05
node, N2, 1.1133931e+05
node, aorta, 1.1133931e+05
node, G, 1.0000000e+05
