femcar
Emax,n
0.4,1.0003013537805683
0.5,0.8897228755782782
0.6,0.7865750360637286
0.7,0.6873710683615196
0.8,0.5916449329217838
0.9,0.49633168182976833

femfem
0.5,1.2999961995821594
0.6,1.1438966648069973
0.7,0.9931103009124488
0.8,0.8495387925829132
0.9,0.7061459444504604
