7.4025536e+01,1.0548622e+02,7.7801070e+01,9.2751553e+01,7.7515716e+01,9.3831853e+01,7.1849047e+01,5.2845669e+03,1.0577041e+02,5.5799980e+02,1.9209816e+01,1.5665541e+02,6.0536921e+00,8.3821418e+00,1.0300493e+01,8.5721065e+00,
7.4075150e+01,1.0554996e+02,7.7851937e+01,9.2808827e+01,7.7566509e+01,9.3889833e+01,7.1898554e+01,5.2881303e+03,1.0583909e+02,5.5833274e+02,1.9221425e+01,1.5673922e+02,6.0536921e+00,8.3821418e+00,1.0301021e+01,8.5721065e+00,
7.4075960e+01,1.0554656e+02,7.7852924e+01,9.2804659e+01,7.7567476e+01,9.3886621e+01,7.1898227e+01,5.2880957e+03,1.0583860e+02,5.5813919e+02,1.9222149e+01,1.5668099e+02,6.0559278e+00,8.3821418e+00,1.0301024e+01,8.5721065e+00,
7.4075560e+01,1.0555221e+02,7.7852655e+01,9.2810578e+01,7.7567216e+01,9.3891857e+01,7.1899286e+01,5.2881789e+03,1.0583996e+02,5.5834232e+02,1.9221326e+01,1.5673527e+02,6.0536921e+00,8.3821418e+00,1.0301027e+01,8.5682285e+00,
7.4151082e+01,1.0564793e+02,7.7929883e+01,9.2896719e+01,7.7644318e+01,9.3978827e+01,7.1973326e+01,5.2934961e+03,1.0594213e+02,5.5884761e+02,1.9238820e+01,1.5686895e+02,6.0559278e+00,8.3821418e+00,1.0301814e+01,8.5721065e+00,
7.4083886e+01,1.0556430e+02,7.7860454e+01,9.2823601e+01,7.7575036e+01,9.3903362e+01,7.1907089e+01,5.2887414e+03,1.0585041e+02,5.5860901e+02,1.9222557e+01,1.5682361e+02,6.0536921e+00,8.3821418e+00,1.0301101e+01,8.5682285e+00,
7.4054791e+01,1.0552318e+02,7.7831031e+01,9.2784914e+01,7.7545628e+01,9.3865633e+01,7.1879087e+01,5.2867416e+03,1.0581274e+02,5.5818316e+02,1.9217012e+01,1.5670082e+02,6.0536921e+00,8.3821418e+00,1.0300819e+01,8.5721065e+00,
7.4057308e+01,1.0556064e+02,7.7862007e+01,9.2815158e+01,7.7575913e+01,9.3891354e+01,7.1933966e+01,5.2840659e+03,1.0580195e+02,5.5833403e+02,1.9210595e+01,1.5682978e+02,6.0425371e+00,8.3784340e+00,1.0301076e+01,8.5682285e+00,
7.4077250e+01,1.0555191e+02,7.7853996e+01,9.2810814e+01,7.7568580e+01,9.3891818e+01,7.1900165e+01,5.2881345e+03,1.0583300e+02,5.5832637e+02,1.9219399e+01,1.5673705e+02,6.0536931e+00,8.3821433e+00,1.0301038e+01,8.5721079e+00,
7.4075696e+01,1.0555059e+02,7.7852500e+01,9.2809406e+01,7.7567065e+01,9.3890415e+01,7.1899022e+01,5.2881507e+03,1.0583971e+02,5.5833508e+02,1.9221541e+01,1.5673975e+02,6.0536921e+00,8.3821418e+00,1.0301026e+01,8.5721065e+00,
7.4075719e+01,1.0555060e+02,7.7852525e+01,9.2809430e+01,7.7567090e+01,9.3890440e+01,7.1897547e+01,5.2881505e+03,1.0583974e+02,5.5833512e+02,1.9221542e+01,1.5673976e+02,6.0536921e+00,8.3821418e+00,1.0301026e+01,8.5721065e+00,
7.4075742e+01,1.0555062e+02,7.7852547e+01,9.2809451e+01,7.7567113e+01,9.3890461e+01,7.1899061e+01,5.2881503e+03,1.0583976e+02,5.5833514e+02,1.9221547e+01,1.5673976e+02,6.0536921e+00,8.3821418e+00,1.0301026e+01,8.5721065e+00,
7.4077004e+01,1.0555458e+02,7.7854904e+01,9.2811264e+01,7.7569419e+01,9.3892188e+01,7.1902523e+01,5.2880938e+03,1.0584583e+02,5.5833138e+02,1.9222868e+01,1.5673553e+02,6.0536921e+00,8.3821419e+00,1.0301060e+01,8.5721065e+00,
7.4076724e+01,1.0555159e+02,7.7853709e+01,9.2810457e+01,7.7568272e+01,9.3891421e+01,7.1873779e+01,5.2881134e+03,1.0584376e+02,5.5833379e+02,1.9222334e+01,1.5673905e+02,6.0536921e+00,8.3821418e+00,1.0301058e+01,8.5721065e+00,
7.4078767e+01,1.0555342e+02,7.7855787e+01,9.2812290e+01,7.7570357e+01,9.3893241e+01,7.1903045e+01,5.2880860e+03,1.0584617e+02,5.5833258e+02,1.9222903e+01,1.5673703e+02,6.0536941e+00,8.3821432e+00,1.0301077e+01,8.5682298e+00,
7.4078998e+01,1.0555403e+02,7.7855747e+01,9.2812456e+01,7.7570332e+01,9.3893691e+01,7.1901687e+01,5.2881139e+03,1.0582428e+02,5.5830629e+02,1.9218244e+01,1.5673181e+02,6.0537049e+00,8.3821700e+00,1.0301053e+01,8.5721360e+00,
7.4077650e+01,1.0555219e+02,7.7854263e+01,9.2811092e+01,7.7568865e+01,9.3892092e+01,7.1899948e+01,5.2881387e+03,1.0584065e+02,5.5833657e+02,1.9221753e+01,1.5673995e+02,6.0536921e+00,8.3821418e+00,1.0301030e+01,8.5721065e+00,
7.4077358e+01,1.0555199e+02,7.7854131e+01,9.2810910e+01,7.7568693e+01,9.3891911e+01,7.1890622e+01,5.2881392e+03,1.0584059e+02,5.5833610e+02,1.9221706e+01,1.5673962e+02,6.0536921e+00,8.3821418e+00,1.0301033e+01,8.5721065e+00,
