vis,A01,A01,C,4a,0.026,0.026,0.0026,0.0026,0.105,7,5.19E+05,5.19E+05,1.30E+04,0,0.000E+00
vis,A02,A02,4a,31a,0.019,0.019,0.0019,0.0019,0.2,12,5.61E+05,5.61E+05,1.30E+04,0,0.000E+00
vis,B03,B03,31a,32p,0.004,0.004,0.0004,0.0004,0.07,4,5.83E+05,5.83E+05,1.30E+04,0,0.000E+00
vis,B04,B04,31a,23a,0.018,0.018,0.0018,0.0018,0.05,3,5.76E+05,5.76E+05,1.30E+04,0,0.000E+00
vis,A03,A03,3a,4p,0.003,0.003,0.0003,0.0003,0.15,9,5.97E+05,5.97E+05,1.30E+04,0,1.889E+10
vis,A04,A04,23a,20a,0.015,0.015,0.0015,0.0015,0.05,3,5.94E+05,5.94E+05,1.30E+04,0,0.000E+00
vis,A05,A05,3a,3p,0.004,0.004,0.0004,0.0004,0.148,7,1.23E+06,1.23E+06,1.30E+04,0,4.473E+09
vis,A06,A06,23a,5p,0.005,0.005,0.0005,0.0005,0.032,2,5.87E+05,5.87E+05,1.30E+04,0,5.868E+09
vis,A07,A07,23a,6p,0.005,0.005,0.0005,0.0005,0.032,2,5.87E+05,5.87E+05,1.30E+04,0,5.868E+09
vis,A08,A08,3a,13a,0.006,0.006,0.0006,0.0006,0.1,6,6.69E+05,6.69E+05,1.30E+04,0,0.000E+00
vis,A10,A10,13a,7p,0.003,0.003,0.0003,0.0003,0.15,7,8.28E+05,8.28E+05,1.30E+04,0,2.894E+10
vis,A11,A11,13a,14a,0.005,0.005,0.0005,0.0005,0.25,12,9.76E+05,9.76E+05,1.30E+04,0,0.000E+00
vis,A12p,A12p,14a,rj,0.0032,0.0032,0.00032,0.00032,0.19,8,1.38E+06,1.38E+06,1.30E+04,0,0.000E+00
vis,A12d,A12d,rj,10p,0.0032,0.0032,0.00032,0.00032,0.05,2,1.51E+06,1.51E+06,1.30E+04,0,2.452E+10
vis,A13,A13,14a,15a,0.0035,0.0035,0.00035,0.00035,0.03,5,1.03E+06,1.03E+06,1.30E+04,0,0.000E+00
vis,A14,A14,15a,8p,0.0018,0.0018,0.00018,0.00018,0.079,3,1.18E+06,1.18E+06,1.30E+04,0,7.033E+10
vis,A15,A15,15a,9p,0.0035,0.0035,0.00035,0.00035,0.17,7,1.40E+06,1.40E+06,1.30E+04,0,1.768E+10
vis,A16,A16,4a,3a,0.0124,0.0124,0.00124,0.00124,0.034,3,5.22E+05,5.22E+05,1.30E+04,0,0.000E+00
vis,A17p,A17p,3a,cj,0.0074,0.0074,0.00074,0.00074,0.06,3,8.19E+05,8.19E+05,1.30E+04,0,0.000E+00
