p4
data of edges
type, name, node start, node end, initial condition [SI], parameter [SI]
resistor, Ul_p4_R0, Ul_p4_n1, Ul_p4_P1, 0.000e+00, 1.847e+10
resistor, Ul_p4_R1, Ul_p4_P1, Ul_p4_Q1, 0.000e+00, 2.210e+10
resistor, Ul_p4_R2, Ul_p4_P2, Ul_p4_Q2, 0.000e+00, 8.500e+09
resistor, Ul_p4_R3, Ul_p4_P3, Ul_p4_Q3, 0.000e+00, 2.720e+09
resistor, Ul_p4_R4, Ul_p4_P4, Ul_p4_Q4, 0.000e+00, 6.800e+08
capacitor, Ul_p4_C1, Ul_p4_P1, g, 0.000e+00, 1.536e-11
capacitor, Ul_p4_C2, Ul_p4_P2, g, 0.000e+00, 1.536e-12
capacitor, Ul_p4_C3, Ul_p4_P3, g, 0.000e+00, 4.574e-11
capacitor, Ul_p4_C4, Ul_p4_P4, g, 0.000e+00, 4.853e-10
inductor, Ul_p4_L1, Ul_p4_Q1, Ul_p4_P2, 0.000e+00, 1.645e+07
inductor, Ul_p4_L2, Ul_p4_Q2, Ul_p4_P3, 0.000e+00, 2.766e+06
inductor, Ul_p4_L3, Ul_p4_Q3, Ul_p4_P4, 0.000e+00, 4.900e+06
inductor, Ul_p4_L4, Ul_p4_Q4, g, 0.000e+00, 5.455e+06

data of nodes
type, name, initial condition [SI]
node, Ul_p4_n1, 1.000e+05
node, Ul_p4_P1, 1.000e+05
node, Ul_p4_P2, 1.000e+05
node, Ul_p4_P3, 1.000e+05
node, Ul_p4_P4, 1.000e+05
node, Ul_p4_Q1, 1.000e+05
node, Ul_p4_Q2, 1.000e+05
node, Ul_p4_Q3, 1.000e+05
node, Ul_p4_Q4, 1.000e+05
ground, g, 1.000e+05


p5
data of edges
type, name, node start, node end, initial condition [SI], parameter [SI]
resistor, Ul_p5_R0, Ul_p5_n1, Ul_p5_P1, 0.000e+00, 5.121e+10
resistor, Ul_p5_R1, Ul_p5_P1, Ul_p5_Q1, 0.000e+00, 5.115e+11
resistor, Ul_p5_R2, Ul_p5_P2, Ul_p5_Q2, 0.000e+00, 1.967e+11
resistor, Ul_p5_R3, Ul_p5_P3, Ul_p5_Q3, 0.000e+00, 6.295e+10
resistor, Ul_p5_R4, Ul_p5_P4, Ul_p5_Q4, 0.000e+00, 1.574e+10
capacitor, Ul_p5_C1, Ul_p5_P1, g, 0.000e+00, 6.636e-13
capacitor, Ul_p5_C2, Ul_p5_P2, g, 0.000e+00, 6.635e-14
capacitor, Ul_p5_C3, Ul_p5_P3, g, 0.000e+00, 1.976e-12
capacitor, Ul_p5_C4, Ul_p5_P4, g, 0.000e+00, 2.097e-11
inductor, Ul_p5_L1, Ul_p5_Q1, Ul_p5_P2, 0.000e+00, 3.806e+08
inductor, Ul_p5_L2, Ul_p5_Q2, Ul_p5_P3, 0.000e+00, 6.401e+07
inductor, Ul_p5_L3, Ul_p5_Q3, Ul_p5_P4, 0.000e+00, 1.134e+08
inductor, Ul_p5_L4, Ul_p5_Q4, g, 0.000e+00, 1.262e+08

data of nodes
type, name, initial condition [SI]
node, Ul_p5_n1, 1.000e+05
node, Ul_p5_P1, 1.000e+05
node, Ul_p5_P2, 1.000e+05
node, Ul_p5_P3, 1.000e+05
node, Ul_p5_P4, 1.000e+05
node, Ul_p5_Q1, 1.000e+05
node, Ul_p5_Q2, 1.000e+05
node, Ul_p5_Q3, 1.000e+05
node, Ul_p5_Q4, 1.000e+05


p6
data of edges
type, name, node start, node end, initial condition [SI], parameter [SI]
resistor, Ul_p6_R0, Ul_p6_n1, Ul_p6_P1, 0.000e+00, 1.333e+10
resistor, Ul_p6_R1, Ul_p6_P1, Ul_p6_Q1, 0.000e+00, 2.544e+10
resistor, Ul_p6_R2, Ul_p6_P2, Ul_p6_Q2, 0.000e+00, 9.786e+09
resistor, Ul_p6_R3, Ul_p6_P3, Ul_p6_Q3, 0.000e+00, 3.131e+09
resistor, Ul_p6_R4, Ul_p6_P4, Ul_p6_Q4, 0.000e+00, 7.829e+08
capacitor, Ul_p6_C1, Ul_p6_P1, g, 0.000e+00, 1.334e-11
capacitor, Ul_p6_C2, Ul_p6_P2, g, 0.000e+00, 1.334e-12
capacitor, Ul_p6_C3, Ul_p6_P3, g, 0.000e+00, 3.973e-11
capacitor, Ul_p6_C4, Ul_p6_P4, g, 0.000e+00, 4.215e-10
inductor, Ul_p6_L1, Ul_p6_Q1, Ul_p6_P2, 0.000e+00, 1.893e+07
inductor, Ul_p6_L2, Ul_p6_Q2, Ul_p6_P3, 0.000e+00, 3.184e+06
inductor, Ul_p6_L3, Ul_p6_Q3, Ul_p6_P4, 0.000e+00, 5.641e+06
inductor, Ul_p6_L4, Ul_p6_Q4, g, 0.000e+00, 6.280e+06

data of nodes
type, name, initial condition [SI]
node, Ul_p6_n1, 1.000e+05
node, Ul_p6_P1, 1.000e+05
node, Ul_p6_P2, 1.000e+05
node, Ul_p6_P3, 1.000e+05
node, Ul_p6_P4, 1.000e+05
node, Ul_p6_Q1, 1.000e+05
node, Ul_p6_Q2, 1.000e+05
node, Ul_p6_Q3, 1.000e+05
node, Ul_p6_Q4, 1.000e+05


p7
data of edges
type, name, node start, node end, initial condition [SI], parameter [SI]
resistor, Ll_p7_R0, Ll_p7_n1, Ll_p7_P1, 0.000e+00, 1.145e+10
resistor, Ll_p7_R1, Ll_p7_P1, Ll_p7_Q1, 0.000e+00, 4.202e+10
resistor, Ll_p7_R2, Ll_p7_P2, Ll_p7_Q2, 0.000e+00, 1.616e+10
resistor, Ll_p7_R3, Ll_p7_P3, Ll_p7_Q3, 0.000e+00, 5.172e+09
resistor, Ll_p7_R4, Ll_p7_P4, Ll_p7_Q4, 0.000e+00, 1.289e+09
capacitor, Ll_p7_C1, Ll_p7_P1, g, 0.000e+00, 7.822e-12
capacitor, Ll_p7_C2, Ll_p7_P2, g, 0.000e+00, 7.822e-13
capacitor, Ll_p7_C3, Ll_p7_P3, g, 0.000e+00, 6.034e-11
capacitor, Ll_p7_C4, Ll_p7_P4, g, 0.000e+00, 1.173e-09
inductor, Ll_p7_L1, Ll_p7_Q1, Ll_p7_P2, 0.000e+00, 3.222e+07
inductor, Ll_p7_L2, Ll_p7_Q2, Ll_p7_P3, 0.000e+00, 5.369e+06
inductor, Ll_p7_L3, Ll_p7_Q3, Ll_p7_P4, 0.000e+00, 9.665e+06
inductor, Ll_p7_L4, Ll_p7_Q4, g, 0.000e+00, 1.074e+07

data of nodes
type, name, initial condition [SI]
node, Ll_p7_n1, 1.000e+05
node, Ll_p7_P1, 1.000e+05
node, Ll_p7_P2, 1.000e+05
node, Ll_p7_P3, 1.000e+05
node, Ll_p7_P4, 1.000e+05
node, Ll_p7_Q1, 1.000e+05
node, Ll_p7_Q2, 1.000e+05
node, Ll_p7_Q3, 1.000e+05
node, Ll_p7_Q4, 1.000e+05



p8
data of edges
type, name, node start, node end, initial condition [SI], parameter [SI]
resistor, Ll_p8_R0, Ll_p8_n1, Ll_p8_P1, 0.000e+00, 8.935e+09
resistor, Ll_p8_R1, Ll_p8_P1, Ll_p8_Q1, 0.000e+00, 2.394e+10
resistor, Ll_p8_R2, Ll_p8_P2, Ll_p8_Q2, 0.000e+00, 9.204e+09
resistor, Ll_p8_R3, Ll_p8_P3, Ll_p8_Q3, 0.000e+00, 2.955e+09
resistor, Ll_p8_R4, Ll_p8_P4, Ll_p8_Q4, 0.000e+00, 7.342e+08
capacitor, Ll_p8_C1, Ll_p8_P1, g, 0.000e+00, 1.284e-11
capacitor, Ll_p8_C2, Ll_p8_P2, g, 0.000e+00, 1.284e-12
capacitor, Ll_p8_C3, Ll_p8_P3, g, 0.000e+00, 3.798e-11
capacitor, Ll_p8_C4, Ll_p8_P4, g, 0.000e+00, 9.550e-10
inductor, Ll_p8_L1, Ll_p8_Q1, Ll_p8_P2, 0.000e+00, 2.507e+07
inductor, Ll_p8_L2, Ll_p8_Q2, Ll_p8_P3, 0.000e+00, 4.118e+06
inductor, Ll_p8_L3, Ll_p8_Q3, Ll_p8_P4, 0.000e+00, 7.521e+06
inductor, Ll_p8_L4, Ll_p8_Q4, g, 0.000e+00, 8.237e+06

data of nodes
type, name, initial condition [SI]
node, Ll_p8_n1, 1.000e+05
node, Ll_p8_P1, 1.000e+05
node, Ll_p8_P2, 1.000e+05
node, Ll_p8_P3, 1.000e+05
node, Ll_p8_P4, 1.000e+05
node, Ll_p8_Q1, 1.000e+05
node, Ll_p8_Q2, 1.000e+05
node, Ll_p8_Q3, 1.000e+05
node, Ll_p8_Q4, 1.000e+05



p9
data of edges
type, name, node start, node end, initial condition [SI], parameter [SI]
resistor, Ll_p9_R0, Ll_p9_n1, Ll_p9_P1, 0.000e+00, 8.298e+09
resistor, Ll_p9_R1, Ll_p9_P1, Ll_p9_Q1, 0.000e+00, 2.940e+10
resistor, Ll_p9_R2, Ll_p9_P2, Ll_p9_Q2, 0.000e+00, 1.132e+10
resistor, Ll_p9_R3, Ll_p9_P3, Ll_p9_Q3, 0.000e+00, 3.625e+09
resistor, Ll_p9_R4, Ll_p9_P4, Ll_p9_Q4, 0.000e+00, 9.011e+08
capacitor, Ll_p9_C1, Ll_p9_P1, g, 0.000e+00, 1.098e-11
capacitor, Ll_p9_C2, Ll_p9_P2, g, 0.000e+00, 1.098e-12
capacitor, Ll_p9_C3, Ll_p9_P3, g, 0.000e+00, 3.245e-11
capacitor, Ll_p9_C4, Ll_p9_P4, g, 0.000e+00, 1.384e-10
inductor, Ll_p9_L1, Ll_p9_Q1, Ll_p9_P2, 0.000e+00, 2.934e+07
inductor, Ll_p9_L2, Ll_p9_Q2, Ll_p9_P3, 0.000e+00, 4.820e+06
inductor, Ll_p9_L3, Ll_p9_Q3, Ll_p9_P4, 0.000e+00, 8.801e+06
inductor, Ll_p9_L4, Ll_p9_Q4, g, 0.000e+00, 9.639e+06

data of nodes
type, name, initial condition [SI]
node, Ll_p9_n1, 1.000e+05
node, Ll_p9_P1, 1.000e+05
node, Ll_p9_P2, 1.000e+05
node, Ll_p9_P3, 1.000e+05
node, Ll_p9_P4, 1.000e+05
node, Ll_p9_Q1, 1.000e+05
node, Ll_p9_Q2, 1.000e+05
node, Ll_p9_Q3, 1.000e+05
node, Ll_p9_Q4, 1.000e+05



p10
data of edges
type, name, node start, node end, initial condition [SI], parameter [SI]
resistor, Ll_p10_R0, Ll_p10_n1, Ll_p10_P1, 0.000e+00, 7.986e+09
resistor, Ll_p10_R1, Ll_p10_P1, Ll_p10_Q1, 0.000e+00, 2.455e+10
resistor, Ll_p10_R2, Ll_p10_P2, Ll_p10_Q2, 0.000e+00, 9.446e+09
resistor, Ll_p10_R3, Ll_p10_P3, Ll_p10_Q3, 0.000e+00, 3.025e+09
resistor, Ll_p10_R4, Ll_p10_P4, Ll_p10_Q4, 0.000e+00, 7.582e+08
capacitor, Ll_p10_C1, Ll_p10_P1, g, 0.000e+00, 1.240e-11
capacitor, Ll_p10_C2, Ll_p10_P2, g, 0.000e+00, 1.240e-12
capacitor, Ll_p10_C3, Ll_p10_P3, g, 0.000e+00, 3.843e-11
capacitor, Ll_p10_C4, Ll_p10_P4, g, 0.000e+00, 4.835e-10
inductor, Ll_p10_L1, Ll_p10_Q1, Ll_p10_P2, 0.000e+00, 1.694e+07
inductor, Ll_p10_L2, Ll_p10_Q2, Ll_p10_P3, 0.000e+00, 2.823e+06
inductor, Ll_p10_L3, Ll_p10_Q3, Ll_p10_P4, 0.000e+00, 5.001e+06
inductor, Ll_p10_L4, Ll_p10_Q4, g, 0.000e+00, 5.566e+06

data of nodes
type, name, initial condition [SI]
node, Ll_p10_n1, 1.000e+05
node, Ll_p10_P1, 1.000e+05
node, Ll_p10_P2, 1.000e+05
node, Ll_p10_P3, 1.000e+05
node, Ll_p10_P4, 1.000e+05
